verb,translation,present_irregular,separable,reflexive,sxz_ending,nm_ending_regular,nm_ending_irregular,dt_ending,no_en_ending,a_stemchanging,i_stemchanging,ie_stemchanging,stem_changing_t,irregular_other,present_singular_1st_person,present_singular_2nd_person,present_singular_3rd_person,present_plural_1st_person,present_plural_2nd_person,present_plural_3rd_person,present_formal
aufatmen,to breathe a sigh of relief,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,atme auf,atmest auf,atmet auf,atmen auf,atmet auf,atmen auf,atmen auf
aufbauen,to build up,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,baue auf,baust auf,baut auf,bauen auf,baut auf,bauen auf,bauen auf
aufbeißen,to bite open,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,beiße auf,beißt auf,beißt auf,beißen auf,beißt auf,beißen auf,beißen auf
aufblühen,to come into bloom,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blühe auf,blühst auf,blüht auf,blühen auf,blüht auf,blühen auf,blühen auf
aufbrausen,to lose one's temper,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,brause auf,braust auf,braust auf,brausen auf,braust auf,brausen auf,brausen auf
aufdecken,"to uncover (facts, scandals)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,decke auf,deckst auf,deckt auf,decken auf,deckt auf,decken auf,decken auf
aufessen,to finish eating something (completely),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,esse auf,isst auf,isst auf,essen auf,esst auf,essen auf,essen auf
auffangen,to cushion/to absorb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fange auf,fängst auf,fängt auf,fangen auf,fangt auf,fangen auf,fangen auf
auffassen,to interpret somehting as,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fasse auf,fasst auf,fasst auf,fassen auf,fasst auf,fassen auf,fassen auf
auffinden,to locate (often after a search),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,finde auf,findest auf,findet auf,finden auf,findet auf,finden auf,finden auf
aufführen,to perform,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,führe auf,führst auf,führt auf,führen auf,führt auf,führen auf,führen auf
sich aufführen,to act up/to behave poorly,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,führe mich auf,führst dich auf,führt sich auf,führen uns auf,führt euch auf,führen sich auf,führen sich auf
auffüllen,to fill up/to top off,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fülle auf,füllst auf,füllt auf,füllen auf,füllt auf,füllen auf,füllen auf
aufgeben,to give up/to submit (task)/to post (letter),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gebe auf,gibst auf,gibt auf,geben auf,gebt auf,geben auf,geben auf
aufhalten,"to delay (someone, something)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,halte auf,hältst auf,hält auf,halten auf,haltet auf,halten auf,halten auf
sich aufhalten,to spend time (somewhere),TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,halte mich auf,hältst dich auf,hält sich auf,halten uns auf,haltet euch auf,halten sich auf,halten sich auf
aufräumen,to tidy up,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,räume auf,räumst auf,räumt auf,räumen auf,räumt auf,räumen auf,räumen auf
aufreißen,to yank/to rip open,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reiße auf,reißt auf,reißt auf,reißen auf,reißt auf,reißen auf,reißen auf
auffressen,to eat up/to devour completely,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fresse auf,frisst auf,frisst auf,fressen auf,fresst auf,fressen auf,fressen auf
aufrufen,to call on/to announce a name,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rufe auf,rufst auf,ruft auf,rufen auf,ruft auf,rufen auf,rufen auf
aufschlagen,to open (book)/to pitch (tent),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schlage auf,schlägst auf,schlägt auf,schlagen auf,schlagt auf,schlagen auf,schlagen auf
aufschreiben,To write down,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schreibe auf,schreibst auf,schreibt auf,schreiben auf,schreibt auf,schreiben auf,schreiben auf
aufschreien,"to cry out (in pain, fear or surprise)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schreie auf,schreist auf,schreit auf,schreien auf,schreit auf,schreien auf,schreien auf
aufschütteln,to fluff up (something),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,schüttele auf,schüttelst auf,schüttelt auf,schütteln auf,schüttelt auf,schütteln auf,schütteln auf
aufschwingen,to swing open,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwinge auf,schwingst auf,schwingt auf,schwingen auf,schwingt auf,schwingen auf,schwingen auf
sich aufschwingen,to elevate one's self,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schwinge mich auf,schwingst dich auf,schwingt sich auf,schwingen uns auf,schwingt euch auf,schwingen sich auf,schwingen sich auf
aufsetzen,to put on (glasses/hat),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,setze auf,setzt auf,setzt auf,setzen auf,setzt auf,setzen auf,setzen auf
aufsparen,to save something for later,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spare auf,sparst auf,spart auf,sparen auf,spart auf,sparen auf,sparen auf
aufspringen,to jump up/to open (suddenly),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,springe auf,springst auf,springt auf,springen auf,springt auf,springen auf,springen auf
aufspüren,to track down/to ferret out (concrete things/targets),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spüre auf,spürst auf,spürt auf,spüren auf,spürt auf,spüren auf,spüren auf
aufstehen,to stand up/to get out of bed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stehe auf,stehst auf,steht auf,stehen auf,steht auf,stehen auf,stehen auf
aufsteigen,to rise/to be promoted,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,steige auf,steigst auf,steigt auf,steigen auf,steigt auf,steigen auf,steigen auf
aufstöhnen,tolet out a groan (audibly),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stöhne auf,stöhnst auf,stöhnt auf,stöhnen auf,stöhnt auf,stöhnen auf,stöhnen auf
aufstoßen,to burp/to push (a door open),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,stoße auf,stößst auf,stößt auf,stoßen auf,stoßt auf,stoßen auf,stoßen auf
aufstützen,to rest (a body part on something),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stütze auf,stützt auf,stützt auf,stützen auf,stützt auf,stützen auf,stützen auf
sich aufstützen,to rest oneself (onto something),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stütze mich auf,stützt dich auf,stützt sich auf,stützen uns auf,stützt euch auf,stützen sich auf,stützen sich auf
auftanken,to recharge (people)/to refuel (more technical),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tanke auf,tankst auf,tankt auf,tanken auf,tankt auf,tanken auf,tanken auf
auftragen,"to apply (make-up, paint)/to serve (food)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,trage auf,trägst auf,trägt auf,tragen auf,tragt auf,tragen auf,tragen auf
auftreten,to appear/to perform/to occur,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,trete auf,trittst auf,tritt auf,treten auf,tretet auf,treten auf,treten auf
aufwachen,to wake up,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wache auf,wachst auf,wacht auf,wachen auf,wacht auf,wachen auf,wachen auf
aufwachsen,to grow up (somewhere),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wachse auf,wachst auf,wachst auf,wachsen auf,wachst auf,wachsen auf,wachsen auf
aufwecken,to wake up (someone),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wecke auf,weckst auf,weckt auf,wecken auf,weckt auf,wecken auf,wecken auf
aufwerfen,to raise (questions),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,werfe auf,wirfst auf,wirft auf,werfen auf,werft auf,werfen auf,werfen auf
aufwiegen,to offset/to compensate for something,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wiege auf,wiegst auf,wiegt auf,wiegen auf,wiegt auf,wiegen auf,wiegen auf
aufwühlen,to stir up (emotions)/to churn up (physically),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wühle auf,wühlst auf,wühlt auf,wühlen auf,wühlt auf,wühlen auf,wühlen auf
aufzeichnen,"to draw out/to sketch out/to record (video, audio, data)",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zeichne auf,zeichnest auf,zeichnet auf,zeichnen auf,zeichnet auf,zeichnen auf,zeichnen auf
aufzeigen,to highlight/to point out,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zeige auf,zeigst auf,zeigt auf,zeigen auf,zeigt auf,zeigen auf,zeigen auf
ausarbeiten,to work something out in detail,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,arbeite aus,arbeitest aus,arbeitet aus,arbeiten aus,arbeitet aus,arbeiten aus,arbeiten aus
ausatmen,to exhale,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,atme aus,atmest aus,atmet aus,atmen aus,atmet aus,atmen aus,atmen aus
ausbacken,to bake/fry something until done,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,backe aus,bäckst aus,bäckt aus,backen aus,backt aus,backen aus,backen aus
ausbessern,to make small repairs,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,bessere aus,besserst aus,bessert aus,bessern aus,bessert aus,bessern aus,bessern aus
ausblasen,to blow out,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,blase aus,bläst aus,bläst aus,blasten aus,blast aus,blasten aus,blasten aus
ausbrechen,"to break out (war, panic, fire)/to escape",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,breche aus,brichst aus,bricht aus,brechen aus,brecht aus,brechen aus,brechen aus
ausdenken,to make up/to invent,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,denke aus,denkst aus,denkt aus,denken aus,denkt aus,denken aus,denken aus
ausdrucken,to print out (from a computer),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,drucke aus,druckst aus,druckt aus,drucken aus,druckt aus,drucken aus,drucken aus
ausdrücken,to squeeze out,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,drücke aus,drückst aus,drückt aus,drücken aus,drückt aus,drücken aus,drücken aus
sich ausdrücken,to express oneself,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,drücke mich aus,drückst dich aus,drückt sich aus,drücken uns aus,drückt euch aus,drücken sich aus,drücken sich aus
ausessen,to finish eating something shared/to stay until a meal is finished,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,esse aus,isst aus,isst aus,essen aus,esst aus,essen aus,essen aus
ausfallen,to be cancelled/to stop working/to fall out,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,falle aus,fällst aus,fällt aus,fallen aus,fallt aus,fallen aus,fallen aus
ausfechten,"to fight out (physically, figuratively)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,fechte aus,fichtst aus,ficht aus,fechten aus,fechtet aus,fechten aus,fechten aus
ausflicken,to patch up specific spots,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,flicke aus,flickst aus,flickt aus,flicken aus,flickt aus,flicken aus,flicken aus
ausfüllen,to fill out (a form),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fülle aus,füllst aus,füllt aus,füllen aus,füllt aus,füllen aus,füllen aus
ausgären,to finish fermenting,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gäre aus,gärst aus,gärt aus,gären aus,gärt aus,gären aus,gären aus
ausgeben,to spend (money)/to issue,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gebe aus,gibst aus,gibt aus,geben aus,gebt aus,geben aus,geben aus
auskommen,to get along with someone/to make do,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,komme aus,kommst aus,kommt aus,kommen aus,kommt aus,kommen aus,kommen aus
ausräumen,to empty/to clear out,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,räume aus,räumst aus,räumt aus,räumen aus,räumt aus,räumen aus,räumen aus
sich ausruhen,to rest,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ruhe mich aus,ruhst dich aus,ruht sich aus,ruhen uns aus,ruht euch aus,ruhen sich aus,ruhen sich aus
ausrüsten,to equip,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rüste aus,rüstest aus,rüstet aus,rüsten aus,rüstet aus,rüsten aus,rüsten aus
aussagen,to state/to testify (in court),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sage aus,sagst aus,sagt aus,sagen aus,sagt aus,sagen aus,sagen aus
ausschalten,to switch off (power),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schalte aus,schaltest aus,schaltet aus,schalten aus,schaltet aus,schalten aus,schalten aus
ausscheiden,to be eliminated (competition)/to resign (from a company),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,scheide aus,scheidest aus,scheidet aus,scheiden aus,scheidet aus,scheiden aus,scheiden aus
ausschlafen,to sleep in,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schlafe aus,schläfst aus,schläft aus,schlafen aus,schlaft aus,schlafen aus,schlafen aus
ausschöpfen,to exhaust/to fully use (a resource),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ausschöpfe,ausschöpfst,ausschöpft,ausschöpfen,ausschöpft,ausschöpfen,ausschöpfen
ausschwatzen,to reveal by talking,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ausschwatze,ausschwatzt,ausschwatzt,ausschwatzen,ausschwatzt,ausschwatzen,ausschwatzen
ausstellen,to put on display/to issue (documents),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stelle aus,stellst aus,stellt aus,stellen aus,stellt aus,stellen aus,stellen aus
aussehen,to look (in terms of appearance),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,sehe aus,siehst aus,sieht aus,sehen aus,seht aus,sehen aus,sehen aus
aussenden,to send out (signal or people)/to emit (light),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sende aus,sendest aus,sendet aus,senden aus,sendet aus,senden aus,senden aus
aussetzen,to suspend/to criticize,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,aussetze,aussetzt,aussetzt,aussetzen,aussetzt,aussetzen,aussetzen
ausspielen,to play out (a situation)/to play (a card)/to outmaneuver,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spiele aus,spielst aus,spielt aus,spielen aus,spielt aus,spielen aus,spielen aus
ausspucken,to spit out,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spucke aus,spuckst aus,spuckt aus,spucken aus,spuckt aus,spucken aus,spucken aus
ausspülen,to rinse out/to flush out,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spüle aus,spülst aus,spült aus,spülen aus,spült aus,spülen aus,spülen aus
aussteigen,to get out of (a vehicle)/to opt out,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,steige aus,steigst aus,steigt aus,steigen aus,steigt aus,steigen aus,steigen aus
ausstellen,to display/to exhibit/to issue (documents),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stelle aus,stellst aus,stellt aus,stellen aus,stellt aus,stellen aus,stellen aus
aussterben,"to die out (species, traditions)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,sterbe aus,stirbst aus,stirbt aus,sterben aus,sterbt aus,sterben aus,sterben aus
ausstoßen,"to expel (gases, sounds)/to ostracize",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,stoße aus,stößst aus,stößt aus,stoßen aus,stoßt aus,stoßen aus,stoßen aus
ausstrahlen,to broadcast/ to radiate (an aura),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,strahle aus,strahlst aus,strahlt aus,strahlen aus,strahlt aus,strahlen aus,strahlen aus
ausstrecken,to stretch out (completely),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,strecke aus,streckst aus,streckt aus,strecken aus,streckt aus,strecken aus,strecken aus
ausstreichen,to cross out (text),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,streiche aus,streichst aus,streicht aus,streichen aus,streicht aus,streichen aus,streichen aus
sich austoben,to let off steam/to use up one's energy (childern),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tobe mich aus,tobst dich aus,tobt sich aus,toben uns aus,tobt euch aus,toben sich aus,toben sich aus
austreiben,to expel (demons),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,treibe aus,treibst aus,treibt aus,treiben aus,treibt aus,treiben aus,treiben aus
austrinken,to drink up/to finish a drink,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,trinke aus,trinkst aus,trinkt aus,trinken aus,trinkt aus,trinken aus,trinken aus
auswählen,to pick out,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wähle aus,wählst aus,wählt aus,wählen aus,wählt aus,wählen aus,wählen aus
auswandern,to emigrate,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,wandere aus,wanderst aus,wandert aus,wandern aus,wandert aus,wandern aus,wandern aus
auswaschen,to wash out,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,wasche aus,wäschst aus,wäscht aus,waschen aus,wascht aus,waschen aus,waschen aus
auswechseln,to swap out (specific part),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,wechsele aus,wechselst aus,wechselt aus,wechseln aus,wechselt aus,wechseln aus,wechseln aus
ausweichen,to dodge/to yield,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weiche aus,weichst aus,weicht aus,weichen aus,weicht aus,weichen aus,weichen aus
ausweisen,to identify as/to banish,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weise aus,weist aus,weist aus,weisen aus,weist aus,weisen aus,weisen aus
sich ausweisen,to identify oneself,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weise mich aus,weist dich aus,weist sich aus,weisen uns aus,weist euch aus,weisen sich aus,weisen sich aus
ausüben,to exercise power,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,übe aus,übst aus,übt aus,üben aus,übt aus,üben aus,üben aus
auszahlen,to pay out money to someone,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zahle aus,zahlst aus,zahlt aus,zahlen aus,zahlt aus,zahlen aus,zahlen aus
sich auszahlen,to be worth it/to pay off,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zahle mich aus,zahlst dich aus,zahlt sich aus,zahlen uns aus,zahlt euch aus,zahlen sich aus,zahlen sich aus
auszeichnen,to honor (someone)/to award (someone),TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zeichne aus,zeichnest aus,zeichnet aus,zeichnen aus,zeichnet aus,zeichnen aus,zeichnen aus
sich auszeichnen,to stand out/to be distinguished,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zeichne mich aus,zeichnest dich aus,zeichnet sich aus,zeichnen uns aus,zeichnet euch aus,zeichnen sich aus,zeichnen sich aus
ausziehen,to undress/to move out,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe aus,ziehst aus,zieht aus,ziehen aus,zieht aus,ziehen aus,ziehen aus
sich ausziehen,to undress oneself,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe mich aus,ziehst dich aus,zieht sich aus,ziehen uns aus,zieht euch aus,ziehen sich aus,ziehen sich aus
backen,to bake,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,backe,bäckst,bäckt,backen,backt,backen,backen
baden,to bathe,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bade,badest,badet,baden,badet,baden,baden
bauen,to build,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,baue,baust,baut,bauen,baut,bauen,bauen
beachten,to pay attention to something,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,beachte,beachtest,beachtet,beachten,beachtet,beachten,beachten
beantworten,to reply to something,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,beantworte,beantwortest,beantwortet,beantworten,beantwortet,beantworten,beantworten
